imdb_id,age
tt0094919,teen
tt0095107,kid
tt0095174,adult
tt0095253,kid
tt0095326,kid
tt0095488,adult
tt0095489,kid
tt0095519,teen
tt0095687,teen
tt0095774,adult
tt0095853,teen
tt0095963,adult
tt0095990,adult
tt0089907,adult
tt0084296,kid
tt0096071,adult
tt0096193,adult
tt0096256,adult
tt0096320,kid
tt0096794,kid
tt0088708,adult
tt0096926,teen
tt0096928,kid
tt0096933,adult
tt0097027,adult
tt0097138,adult
tt0097142,kid
tt0097257,kid
tt0097334,teen
tt0097481,adult
tt0097626,adult
tt0097637,teen
tt0097659,adult
tt0097737,adult
tt0097758,kid
tt0097770,adult
tt0097778,teen
tt0097815,adult
tt0097889,adult
tt0097967,adult
tt0097987,teen
tt0098180,adult
tt0163025,teen
tt0222851,adult
tt0133152,teen
tt0123948,na
tt0261755,adult
tt0243655,adult
tt0098206,adult
tt0098273,adult
tt0098282,adult
tt0098320,adult
tt0098439,adult
tt0098471,teen
tt0098554,kid
tt0098577,adult
tt0098663,kid
tt0087089,adult
tt0218922,adult
tt0247638,kid
tt0266915,teen
tt0064782,na
tt0080360,adult
tt0252866,adult
tt0181739,kid
tt0244000,teen
tt0261983,adult
tt0238112,adult
tt0250687,teen
tt0261392,adult
tt0228333,adult
tt0234829,teen
tt0263488,adult
tt0092147,adult
tt0246544,teen
tt0202470,adult
tt0242587,na
tt0221218,teen
tt0180734,teen
tt0246464,teen
tt0118589,teen
tt0139654,adult
tt0239986,adult
tt0057193,kid
tt0067588,adult
tt0055312,na
tt0091993,kid
tt0260866,adult
tt0252501,teen
tt0196229,adult
tt0206314,adult
tt0273799,kid
tt0240890,teen
tt0080437,adult
tt0080549,kid
tt0219965,teen
tt0250310,teen
tt0166924,adult
tt0166110,adult
tt0066999,adult
tt0067093,kid
tt0120681,adult
tt0272020,adult
tt0200027,teen
tt0272152,teen
tt0246578,adult
tt0249478,teen
tt0198781,kid
tt0267804,teen
tt0275719,adult
tt0256380,teen
tt0290332,adult
tt0241527,kid
tt0234354,adult
tt0253798,teen
tt0266987,adult
tt0256009,adult
tt0062994,kid
tt0090095,adult
tt0076299,kid
tt0080661,adult
tt0080745,kid
tt0074483,adult
tt0076070,adult
tt0085862,kid
tt0086383,adult
tt0159273,teen
tt0240772,teen
tt0211915,adult
tt0277371,adult
tt0259711,adult
tt0265666,adult
tt0088103,kid
tt0084684,adult
tt0086346,kid
tt0278488,adult
tt0268397,kid
tt0120737,teen
tt0268995,kid
tt0268978,teen
tt0051201,na
tt0248667,adult
tt0265086,adult
tt0086619,kid
tt0280707,adult
tt0277027,teen
tt0285742,adult
tt0117653,adult
tt0237534,adult
tt0099044,adult
tt0082288,kid
tt0087078,kid
tt0085542,kid
tt0080771,adult
tt0083511,adult
tt0085271,kid
tt0106770,teen
tt0066026,adult
tt0055257,na
tt0245844,teen
tt0265349,teen
tt0281358,kid
tt0294289,adult
tt0293416,teen
tt0097116,teen
tt0240900,adult
tt0082525,kid
tt0265298,kid
tt0233469,adult
tt0109190,kid
tt0085891,adult
tt0275022,teen
tt0251114,adult
tt0251160,teen
tt0280030,kid
tt0247745,adult
tt0107034,adult
tt0081698,adult
tt0259288,teen
tt0238546,adult
tt0074174,kid
tt0277434,adult
tt0110146,adult
tt0108395,kid
tt0038057,na
tt0278295,adult
tt0268695,teen
tt0290212,adult
tt0080855,adult
tt0081071,adult
tt0268380,kid
tt0120804,adult
tt0284490,teen
tt0264761,adult
tt0245574,adult
tt0105459,adult
tt0083169,kid
tt0187738,adult
tt0157472,kid
tt0258000,adult
tt0265662,kid
tt0254686,adult
tt0257756,teen
tt0283111,adult
tt0042876,na
tt0264472,adult
tt0264616,adult
tt0253867,adult
tt0266391,teen
tt0219822,adult
tt0259446,kid
tt0072737,kid
tt0264935,adult
tt0277296,teen
tt0211443,adult
tt0282687,teen
tt0235737,adult
tt0120467,adult
tt0101701,kid
tt0065916,adult
tt0088256,adult
tt0145487,teen
tt0102753,adult
tt0103247,kid
tt0250797,adult
tt0091578,adult
tt0276751,teen
tt0121765,kid
tt0247199,adult
tt0077523,kid
tt0278435,teen
tt0278504,adult
tt0166813,kid
tt0164184,teen
tt0279493,teen
tt0105219,adult
tt0280486,teen
tt0285441,adult
tt0258463,teen
tt0267913,kid
tt0245562,adult
tt0061770,na
tt0091472,teen
tt0041866,na
tt0275847,kid
tt0181689,teen
tt0280590,teen
tt0258273,adult
tt0120912,teen
tt0289408,kid
tt0253556,teen
tt0257044,adult
tt0089798,adult
tt0068837,kid
tt0220506,adult
tt0267626,teen
tt0243585,kid
tt0295178,teen
tt0303353,adult
tt0303243,kid
tt0271219,teen
tt0088286,kid
tt0286106,teen
tt0287717,kid
tt0279113,adult
tt0309377,adult
tt0295701,teen
tt0327036,adult
tt0180052,teen
tt0300532,teen
tt0255589,na
tt0256276,teen
tt0265459,adult
tt0261289,teen
tt0281322,adult
tt0082186,kid
tt0102059,teen
tt0109368,teen
tt0090966,adult
tt0049452,na
tt0083336,adult
tt0295254,adult
tt0269095,adult
tt0283026,teen
tt0303714,teen
tt0293662,teen
tt0280760,adult
tt0103924,teen
tt0077681,adult
tt0100666,kid
tt0308208,adult
tt0240510,teen
tt0280380,adult
tt0274812,adult
tt0245429,kid
tt0256415,teen
tt0179098,teen
tt0289765,adult
tt0095895,kid
tt0098575,adult
tt0103977,na
tt0297037,teen
tt0211465,adult
tt0283084,kid
tt0310793,adult
tt0272338,adult
tt0291502,adult
tt0267248,teen
tt0227984,adult
tt0298130,teen
tt0298744,adult
tt0145937,kid
tt0107254,adult
tt0076666,kid
tt0086361,kid
tt0081747,kid
tt0081777,kid
tt0081974,kid
tt0082005,adult
tt0082085,adult
tt0082242,adult
tt0082432,kid
tt0082464,adult
tt0082497,adult
tt0082507,kid
tt0082648,kid
tt0082801,adult
tt0082894,adult
tt0082948,adult
tt0288477,adult
tt0322802,adult
tt0252223,teen
tt0120679,adult
tt0061452,na
tt0053804,na
tt0297181,teen
tt0304669,kid
tt0210382,adult
tt0280665,adult
tt0298203,adult
tt0297884,teen
tt0295297,kid
tt0263734,adult
tt0102782,teen
tt0083000,kid
tt0081455,adult
tt0083113,kid
tt0083193,kid
tt0246460,teen
tt0293815,adult
tt0258068,adult
tt0287467,adult
tt0283160,teen
tt0307479,adult
tt0133240,kid
tt0084749,adult
tt0058777,na
tt0289848,adult
tt0262396,adult
tt0268126,adult
tt0238380,adult
tt0083284,kid
tt0083542,adult
tt0083642,adult
tt0083745,kid
tt0303933,teen
tt0252076,teen
tt0253754,teen
tt0257360,adult
tt0167261,teen
tt0307901,adult
tt0168786,teen
tt0217505,adult
tt0313737,teen
tt0272207,adult
tt0106453,na
tt0050629,na
tt0120042,na
tt0049934,na
tt0264464,teen
tt0255477,kid
tt0299658,teen
tt0274558,teen
tt0253474,adult
tt0270288,adult
tt0305711,teen
tt0295289,teen
tt0317248,adult
tt0057869,na
tt0326769,teen
tt0309593,adult
tt0303361,adult
tt0083943,kid
tt0251127,teen
tt0300471,teen
tt0287978,teen
tt0283426,kid
tt0106701,kid
tt0085121,adult
tt0078872,kid
tt0061523,kid
tt0059573,na
tt0093771,adult
tt0279331,adult
tt0279111,teen
tt0289992,adult
tt0302886,adult
tt0306685,adult
tt0305669,teen
tt0314353,adult
tt0286499,teen
tt0269347,adult
tt0055047,na
tt0178868,na
tt0218553,na
tt0065054,kid
tt0285462,adult
tt0285531,adult
tt0046247,na
tt0105824,teen
tt0264395,adult
tt0298814,teen
tt0316188,adult
tt0266465,adult
tt0183649,adult
tt0304328,adult
tt0305224,adult
tt0297144,kid
tt0251736,adult
tt0310281,teen
tt0301727,kid
tt0067800,adult
tt0066769,kid
tt0250371,kid
tt0078504,kid
tt0102411,adult
tt0102849,adult
tt0309698,adult
tt0332605,adult
tt0306841,kid
tt0290334,teen
tt0290145,adult
tt0317303,kid
tt0234215,adult
tt0309530,teen
tt0283900,adult
tt0315327,teen
tt0266543,kid
tt0317740,teen
tt0295700,adult
tt0322259,teen
tt0298228,teen
tt0102603,kid
tt0101410,adult
tt0102900,adult
tt0329028,teen
tt0339034,kid
tt0329717,teen
tt0318283,teen
tt0289043,adult
tt0305357,teen
tt0106447,adult
tt0054198,na
tt0045125,na
tt0286716,teen
tt0333780,teen
tt0165982,kid
tt0181852,adult
tt0324133,adult
tt0325980,teen
tt0311429,teen
tt0172156,adult
tt0274166,kid
tt0100053,adult
tt0325703,teen
tt0329575,teen
tt0338459,kid
tt0319769,adult
tt0055256,na
tt0066249,teen
tt0328828,adult
tt0299930,adult
tt0322330,kid
tt0257076,teen
tt0329101,adult
tt0316356,adult
tt0263757,teen
tt0313911,kid
tt0045888,kid
tt0107504,adult
tt0086525,adult
tt0062467,na
tt0102915,adult
tt0066434,adult
tt0062430,teen
tt0085780,adult
tt0045546,na
tt0100814,teen
tt0075066,kid
tt0088944,adult
tt0266747,adult
tt0301470,adult
tt0304711,adult
tt0320244,adult
tt0303816,adult
tt0325805,teen
tt0285823,adult
tt0335266,adult
tt0077369,kid
tt0088993,na
tt0064418,kid
tt0104850,teen
tt0079826,adult
tt0089730,teen
tt0191133,teen
tt0320691,adult
tt0266489,teen
tt0327850,teen
tt0328589,teen
tt0330602,adult
tt0286244,teen
tt0086541,adult
tt0169102,kid
tt0055031,na
tt0078199,kid
tt0074119,kid
tt0267287,adult
tt0106375,kid
tt0101507,adult
tt0101516,adult
tt0104006,adult
tt0065207,kid
tt0102945,adult
tt0110759,teen
tt0100514,adult
tt0087062,kid
tt0089346,adult
tt0102749,adult
tt0079576,kid
tt0104376,teen
tt0101371,adult
tt0094169,adult
tt0108320,adult
tt0076271,kid
tt0061809,adult
tt0102460,adult
tt0313443,adult
tt0332379,teen
tt0340377,adult
tt0335563,adult
tt0327056,adult
tt0317676,adult
tt0138524,teen
tt0266697,adult
tt0313542,teen
tt0324216,adult
tt0325055,adult
tt0312549,adult
tt0199626,adult
tt0316465,kid
tt0306047,teen
tt0363589,adult
tt0323944,teen
tt0242653,adult
tt0319343,kid
tt0314331,adult
tt0318155,kid
tt0311113,teen
tt0343121,adult
tt0348836,adult
tt0315733,adult
tt0338135,adult
tt0307987,adult
tt0338094,kid
tt0300556,teen
tt0099365,adult
tt0102526,adult
tt0086567,kid
tt0016641,na
tt0091167,teen
tt0102034,adult
tt0102070,adult
tt0077745,kid
tt0099938,teen
tt0102266,adult
tt0070849,na
tt0100201,teen
tt0093692,kid
tt0105104,adult
tt0100404,adult
tt0093793,kid
tt0102729,kid
tt0266308,na
tt0107156,adult
tt0105211,teen
tt0093936,teen
tt0088194,kid
tt0056663,na
tt0100935,adult
tt0090350,adult
tt0027948,na
tt0028333,na
tt0055798,na
tt0004972,na
tt0040724,na
tt0031971,na
tt0062765,na
tt0024034,na
tt0024166,na
tt0087892,kid
tt0299977,teen
tt0026071,na
tt0087544,kid
tt0092925,teen
tt0078723,kid
tt0107387,adult
tt0102818,adult
tt0322589,teen
tt0325710,adult
tt0319061,teen
tt0337741,teen
tt0338466,teen
tt0167260,teen
tt0337909,teen
tt0315983,adult
tt0340855,adult
tt0349205,kid
tt0159365,adult
tt0338337,teen
tt0316396,kid
tt0335013,teen
tt0360139,teen
tt0343135,teen
tt0329691,teen
tt0071577,kid
tt0109376,teen
tt0107750,teen
tt0098987,adult
tt0093737,teen
tt0104009,teen
tt0107594,adult
tt0289879,adult
tt0335559,teen
tt0315824,teen
tt0345551,na
tt0337579,teen
tt0337917,kid
tt0349825,kid
tt0309987,na
tt0073282,kid
tt0328538,adult
tt0013140,na
tt0086955,adult
tt0343660,teen
tt0361925,teen
tt0067927,kid
tt0015400,na
tt0089421,teen
tt0091828,adult
tt0312329,teen
tt0361467,kid
tt0356150,adult
tt0335345,na
tt0331953,adult
tt0338096,teen
tt0315297,adult
tt0301357,adult
tt0317648,teen
tt0335438,teen
tt0358349,kid
tt0265208,adult
tt0363988,teen
tt0360009,adult
tt0109447,kid
tt0118172,kid
tt0363547,adult
tt0338013,adult
tt0364045,adult
tt0332658,adult
tt0300051,teen
tt0354766,adult
tt0276919,adult
tt0167190,teen
tt0299172,kid
tt0351977,teen
tt0359517,teen
tt0318974,teen
tt0327679,kid
tt0327247,teen
tt0049833,kid
tt0077402,na
tt0059797,kid
tt0088680,adult
tt0345074,teen
tt0378194,adult
tt0330793,adult
tt0289635,na
tt0337563,teen
tt0328107,adult
tt0335121,teen
tt0323033,teen
tt0377092,teen
tt0277895,kid
tt0338526,teen
tt0339419,adult
tt0332452,adult
tt0160184,adult
tt0089092,teen
tt0070034,adult
tt0062512,na
tt0086034,kid
tt0086006,kid
tt0089015,adult
tt0086984,adult
tt0056241,na
tt0105217,adult
tt0105017,teen
tt0078966,kid
tt0034587,na
tt0079227,kid
tt0110725,adult
tt0155713,teen
tt0089114,kid
tt0080120,adult
tt0066549,kid
tt0066580,adult
tt0070518,adult
tt0065446,adult
tt0102116,adult
tt0058404,na
tt0100260,adult
tt0209077,na
tt0075784,kid
tt0087003,kid
tt0091083,adult
tt0120199,teen
tt0095756,adult
tt0072856,adult
tt0068638,kid
tt0070379,adult
tt0060490,na
tt0285728,adult
tt0102631,teen
tt0047849,na
tt0062794,kid
tt0065466,na
tt0101373,adult
tt0100258,adult
tt0024481,na
tt0087957,adult
tt0068421,kid
tt0046816,na
tt0079116,kid
tt0298148,kid
tt0319262,teen
tt0350028,teen
tt0367085,adult
tt0323298,adult
tt0304141,kid
tt0297284,adult
tt0296572,na
tt0356634,kid
tt0327162,teen
tt0374900,kid
tt0103976,teen
tt0101746,teen
tt0034746,na
tt0063642,kid
tt0066090,na
tt0100129,adult
tt0041841,na
tt0390521,kid
tt0061420,kid
tt0091209,adult
tt0044030,na
tt0327437,kid
tt0364725,na
tt0362227,teen
tt0381707,teen
tt0332280,teen
tt0338512,kid
tt0064100,adult
tt0110944,adult
tt0104573,adult
tt0295721,na
tt0093693,kid
tt0361596,adult
tt0114371,adult
tt0073092,kid
tt0087597,kid
tt0316654,teen
tt0381681,adult
tt0349683,na
tt0357413,teen
tt0356470,kid
tt0343818,teen
tt0056085,kid
tt0372183,teen
tt0327554,teen
tt0359423,adult
tt0075268,adult
tt0063592,na
tt0093744,kid
tt0103007,adult
tt0055572,na
tt0368008,adult
tt0167456,kid
tt0368447,teen
tt0333766,adult
tt0369339,adult
tt0361841,teen
tt0366551,adult
tt0368933,kid
tt0370263,teen
tt0403703,kid
tt0361309,adult
tt0364751,teen
tt0204313,adult
tt0366174,teen
tt0324127,adult
tt0241025,teen
tt0380277,teen
tt0338325,teen
tt0324554,teen
tt0093624,adult
tt0337921,teen
tt0318627,adult
tt0339412,teen
tt0346156,kid
tt0360201,teen
tt0356618,teen
tt0365125,na
tt0365748,adult
tt0029852,na
tt0076504,kid
tt0103594,teen
tt0307453,kid
tt0349710,teen
tt0361696,kid
tt0316732,teen
tt0390384,teen
tt0358135,teen
tt0372588,adult
tt0074279,kid
tt0390022,teen
tt0390538,na
tt0252028,teen
tt0391198,na
tt0375173,adult
tt0375063,adult
tt0361862,adult
tt0387564,na
tt0350258,teen
tt0317705,kid
tt0338348,kid
tt0387575,adult
tt0367479,teen
tt0317198,adult
tt0308644,kid
tt0420332,na
tt0368891,kid
tt0275491,na
tt0345950,kid
tt0346491,adult
tt0376541,adult
tt0349903,teen
tt0359013,adult
tt0053644,na
tt0053716,na
tt0339727,adult
tt0106912,teen
tt0005078,na
tt0015624,na
tt0024548,na
tt0026529,na
tt0032273,na
tt0035959,na
tt0040064,na
tt0040369,na
tt0040694,na
tt0042200,na
tt0053131,na
tt0055946,na
tt0056264,na
tt0058946,na
tt0059127,na
tt0059418,na
tt0059825,na
tt0061955,na
tt0062138,na
tt0066601,adult
tt0067810,adult
tt0072973,adult
tt0075223,kid
tt0076141,kid
tt0076740,kid
tt0079336,kid
tt0082892,na
tt0085255,adult
tt0086216,adult
tt0086491,kid
tt0087968,kid
tt0088821,adult
tt0089603,adult
tt0090856,teen
tt0091981,teen
tt0093777,adult
tt0095904,adult
tt0097814,kid
tt0099329,teen
tt0099611,adult
tt0099739,adult
tt0099747,adult
tt0100029,adult
tt0101597,adult
tt0101786,teen
tt0102395,kid
tt0102614,adult
tt0104107,adult
tt0106950,adult
tt0107277,teen
tt0107819,teen
tt0120604,adult
tt0145394,na
tt0164538,na
tt0172684,na
tt0212712,adult
tt0271946,teen
tt0292490,na
tt0310775,adult
tt0318081,teen
tt0339291,kid
tt0349260,adult
tt0351817,na
tt0356614,adult
tt0364569,adult
tt0366627,adult
tt0369702,teen
tt0371246,teen
tt0373926,teen
tt0374102,adult
tt0375912,adult
tt0377062,teen
tt0377091,adult
tt0377109,teen
tt0377992,teen
tt0381936,na
tt0384533,adult
tt0388789,adult
tt0389326,teen
tt0405296,adult
tt0405821,na
tt0405159,teen
tt0395169,teen
tt0367594,kid
tt0362270,adult
tt0338751,teen
tt0293508,teen
tt0290002,teen
tt0375210,teen
tt0086429,kid
tt0020960,na
tt0104804,teen
tt0034167,na
tt0076929,kid
tt0401233,adult
tt0357277,teen
tt0376105,kid
tt0393162,teen
tt0075265,adult
tt0101412,teen
tt0109402,teen
tt0363163,adult
tt0398712,adult
tt0368578,kid
tt0369226,adult
tt0382077,adult
tt0357507,teen
tt0372532,teen
tt0106761,teen
tt0347149,kid
tt0361322,adult
tt0386588,teen
tt0418753,na
tt0360486,adult
tt0317132,kid
tt0403358,adult
tt0041838,na
tt0373074,adult
tt0257516,na
tt0395699,kid
tt0377471,teen
tt0340163,adult
tt0358082,kid
tt0106464,teen
tt0107745,kid
tt0063035,kid
tt0396652,kid
tt0372237,teen
tt0399901,adult
tt0096409,adult
tt0357110,adult
tt0401792,adult
tt0388500,adult
tt0318649,teen
tt0332047,teen
tt0088001,kid
tt0060491,na
tt0037465,na
tt0371724,kid
tt0384806,adult
tt0384369,na
tt0079180,kid
tt0391304,teen
tt0329774,teen
tt0320661,adult
tt0397065,adult
tt0375679,adult
tt0028216,na
tt0342258,adult
tt0121766,teen
tt0384642,kid
tt0369735,teen
tt0411705,na
tt0351283,kid
tt0106233,kid
tt0449086,adult
tt0398165,teen
tt0119709,adult
tt0352248,teen
tt0403508,kid
tt0355702,teen
tt0356910,teen
tt0424774,kid
tt0388139,adult
tt0043949,na
tt0372784,teen
tt0400497,kid
tt0418819,adult
tt0374536,teen
tt0049778,na
tt0078444,adult
tt0407304,teen
tt0428803,kid
tt0376108,kid
tt0382628,teen
tt0120667,teen
tt0436613,adult
tt0396269,adult
tt0409184,na
tt0410097,adult
tt0099740,adult
tt0399201,teen
tt0408524,teen
tt0405325,kid
tt0382992,teen
tt0417001,teen
tt0379786,teen
tt0412019,adult
tt0368774,adult
tt0290747,adult
tt0377818,teen
tt0367652,adult
tt0397101,teen
tt0430105,adult
tt0326905,adult
tt0405422,adult
tt0421239,teen
tt0112870,na
tt0361089,kid
tt0355295,teen
tt0402901,teen
tt0434424,teen
tt0387131,adult
tt0388482,teen
tt0425123,teen
tt0377107,teen
tt0399295,adult
tt0384286,na
tt0404030,teen
tt0419706,adult
tt0421054,adult
tt0348333,adult
tt0402022,teen
tt0350261,teen
tt0404032,na
tt0408790,teen
tt0121164,kid
tt0399146,adult
tt0380599,teen
tt0388980,kid
tt0379725,adult
tt0378109,teen
tt0366780,kid
tt0312004,kid
tt0373469,adult
tt0380389,teen
tt0092240,adult
tt0056800,na
tt0367089,adult
tt0417217,adult
tt0388795,adult
tt0368709,teen
tt0395972,adult
tt0433383,kid
tt0421238,adult
tt0432291,teen
tt0338427,adult
tt0371257,adult
tt0386140,kid
tt0384680,adult
tt0432348,adult
tt0402158,adult
tt0342735,na
tt0075909,kid
tt0418763,adult
tt0371606,kid
tt0424205,adult
tt0430308,adult
tt0365737,adult
tt0398017,adult
tt0414387,kid
tt0416315,adult
tt0330373,teen
tt0358273,teen
tt0294870,teen
tt0406375,kid
tt0387059,teen
tt0443295,kid
tt0416320,adult
tt0363771,kid
tt0360717,teen
tt0397535,teen
tt0247303,adult
tt0365485,adult
tt0392465,teen
tt0419294,adult
tt0408306,adult
tt0395251,teen
tt0407265,adult
tt0398375,teen
tt0452598,kid
tt0369441,teen
tt0444653,adult
tt0402399,teen
tt0414852,adult
tt0383222,adult
tt0450278,adult
tt0375154,teen
tt0408985,teen
tt0443536,kid
tt0401855,adult
tt0437447,kid
tt0089913,teen
tt0416496,teen
tt0417433,teen
tt0421729,teen
tt0396752,kid
tt0414982,adult
tt0425598,adult
tt0092115,teen
tt0381971,kid
tt0408345,teen
tt0455857,teen
tt0401815,adult
tt0349467,adult
tt0380817,adult
tt0397313,kid
tt0466342,na
tt0404390,adult
tt0455612,teen
tt0370032,teen
tt0397078,teen
tt0454919,teen
tt0450232,teen
tt0427229,teen
tt0438097,kid
tt0434409,adult
tt0454945,teen
tt0427944,adult
tt0419749,adult
tt0454848,adult
tt0468565,adult
tt0429591,kid
tt0110329,adult
tt0458242,na
tt0454841,adult
tt0393735,kid
tt0108187,kid
tt0405094,adult
tt0446046,teen
tt0425210,adult
tt0441909,adult
tt0437800,kid
tt0441796,teen
tt0430912,adult
tt0393109,adult
tt0466856,teen
tt0386741,adult
tt0436331,adult
tt0362120,teen
tt0424136,adult
tt0093743,kid
tt0443632,teen
tt0405469,kid
tt0384537,adult
tt0387055,na
tt0465142,teen
tt0023196,na
tt0427954,adult
tt0317919,teen
tt0449089,kid
tt0475276,adult
tt0398027,adult
tt0327084,kid
tt0409182,teen
tt0382625,teen
tt0376994,teen
tt0452594,teen
tt0417385,adult
tt0317219,kid
tt0343996,adult
tt0360016,adult
tt0466909,adult
tt0457510,kid
tt0410297,kid
tt0389860,teen
tt0458352,teen
tt0383574,teen
tt0463034,teen
tt0424345,adult
tt0452637,teen
tt0422720,teen
tt0489037,kid
tt0497116,kid
tt0463985,teen
tt0348150,teen
tt0449059,adult
tt0085384,kid
tt0449467,adult
tt0079758,kid
tt0430304,teen
tt0385880,kid
tt0417148,adult
tt0457513,teen
tt0415306,teen
tt0477347,kid
tt0469641,teen
tt0420223,teen
tt0038213,na
tt0430357,adult
tt0454921,teen
tt0455967,teen
tt0429589,kid
tt0421229,na
tt0479884,adult
tt1701210,adult
tt0402910,adult
tt0414853,kid
tt0462590,teen
tt0383060,kid
tt0479647,adult
tt0468489,adult
tt0410764,adult
tt0035703,na
tt0384793,teen
tt0443543,teen
tt0436697,teen
tt0486551,adult
tt0450345,teen
tt0473024,teen
tt0414951,adult
tt0460989,na
tt0475944,teen
tt0423169,na
tt0387808,adult
tt0414993,teen
tt0354899,adult
tt0439630,na
tt0387877,adult
tt0421206,teen
tt0063787,na
tt0472043,adult
tt0454824,teen
tt0493430,adult
tt0405676,teen
tt0435623,adult
tt0443453,adult
tt0457430,adult
tt0406816,teen
tt0400717,kid
tt0462519,teen
tt0407887,adult
tt0424993,teen
tt0457495,kid
tt0439289,adult
tt0433386,teen
tt0483726,teen
tt0419946,na
tt0420609,adult
tt0430431,kid
tt0404203,adult
tt0077531,kid
tt0805526,kid
tt0455590,adult
tt0367027,na
tt0206634,adult
tt0482571,teen
tt0418689,adult
tt0434215,kid
tt0417397,adult
tt0489270,adult
tt0853096,adult
tt0027438,na
tt0424095,kid
tt0396171,adult
tt0452681,kid
tt0401445,teen
tt0433442,teen
tt0470765,teen
tt0381061,teen
tt0366548,kid
tt0454987,adult
tt0453467,teen
tt0457939,teen
tt0448124,na
tt0433387,adult
tt0365830,adult
tt0450259,adult
tt0413895,kid
tt0449010,kid
tt0479143,kid
tt0422295,adult
tt0443431,na
tt0758794,kid
tt0343737,adult
tt0443489,teen
tt0463998,teen
tt0464049,adult
tt0465551,adult
tt0398913,teen
tt0452624,adult
tt0498380,adult
tt0454082,adult
tt0308353,kid
tt0462229,teen
tt0775539,teen
tt0482546,kid
tt0344854,kid
tt0455960,adult
tt0398808,kid
tt0076263,na
tt0473308,teen
tt0395495,teen
tt0475394,adult
tt0799949,teen
tt0425430,teen
tt0367959,adult
tt0477051,teen
tt0382932,kid
tt0401711,adult
tt0469263,kid
tt0482527,teen
tt0066115,adult
tt0444182,adult
tt0450340,na
tt0425601,adult
tt0259324,teen
tt0778661,teen
tt0758766,teen
tt0481369,adult
tt0499554,adult
tt0462200,adult
tt0435680,adult
tt0425112,adult
tt0435705,teen
tt0418110,na
tt0092226,adult
tt0443706,adult
tt0429277,na
tt0416449,adult
tt0477095,teen
tt0468492,adult
tt0416508,kid
tt0433416,teen
tt0770772,adult
tt0477071,teen
tt0455760,adult
tt0490204,adult
tt0822854,adult
tt0453556,kid
tt0389557,adult
tt0427470,adult
tt0444682,adult
tt0396555,kid
tt0479537,adult
tt0448134,adult
tt0462338,adult
tt0455957,adult
tt0457433,adult
tt0486822,adult
tt0446013,adult
tt0376196,adult
tt0445946,adult
tt0452702,adult
tt0419843,teen
tt0453451,kid
tt0435670,teen
tt0413300,teen
tt0495596,teen
tt0460505,kid
tt0409904,adult
tt0480025,na
tt0478311,adult
tt0427327,kid
tt0463854,adult
tt0413267,kid
tt0907657,adult
tt0449088,teen
tt0470705,adult
tt0780571,adult
tt0441007,teen
tt0411061,adult
tt0496806,teen
tt0466399,na
tt0472259,na
tt0498353,adult
tt0423294,kid
tt0486576,kid
tt0457572,teen
tt1028528,na
tt0046248,na
tt0462504,teen
tt0473709,adult
tt0105508,na
tt0386032,teen
tt0314524,na
tt0829459,adult
tt0450385,teen
tt0795368,adult
tt0337978,teen
tt0762114,teen
tt0413099,kid
tt0418279,teen
tt0374563,adult
tt0373889,teen
tt0762107,teen
tt0486655,teen
tt0462538,teen
tt0897361,adult
tt0481141,kid
tt0440963,teen
tt0796375,adult
tt0829482,adult
tt0293564,teen
tt0462396,teen
tt0815244,teen
tt0431197,adult
tt0462244,kid
tt0427392,teen
tt0499556,adult
tt0489237,teen
tt0373883,adult
tt0804461,adult
tt0484111,adult
tt0381849,adult
tt0465602,adult
tt0783233,adult
tt1032846,na
tt0912593,na
tt0476964,adult
tt0478134,adult
tt0405508,na
tt0466839,teen
tt0465436,teen
tt0765443,adult
tt0283503,adult
tt0473188,adult
tt0432021,adult
tt0452625,adult
tt0758758,adult
tt0492956,kid
tt0408839,adult
tt0480242,teen
tt0838221,adult
tt0498399,adult
tt0414055,teen
tt0465538,adult
tt0805564,teen
tt0389722,adult
tt0804522,adult
tt0469623,adult
tt0452623,adult
tt0443680,adult
tt0360323,adult
tt0880502,na
tt0906108,teen
tt0890870,adult
tt0765429,adult
tt0389790,kid
tt0292963,adult
tt0401383,teen
tt0477348,adult
tt0496328,na
tt0426931,kid
tt0856052,na
tt0891527,adult
tt0486583,kid
tt0442933,teen
tt0484740,adult
tt0405336,adult
tt0488478,teen
tt0884328,adult
tt0461770,kid
tt0465494,adult
tt0804516,adult
tt1024943,teen
tt0211933,adult
tt0385752,teen
tt0480249,teen
tt0952640,kid
tt0368794,adult
tt0467406,teen
tt0765120,teen
tt0937237,adult
tt0462579,na
tt0433398,adult
tt0825232,teen
tt0419887,teen
tt0408236,adult
tt0465234,kid
tt0469494,adult
tt0472062,adult
tt0758730,adult
tt0841046,adult
tt0427309,teen
tt0760329,kid
tt0431308,teen
tt0988595,teen
tt0986264,kid
tt0372873,teen
tt1038988,adult
tt0780516,teen
tt1060277,teen
tt0880578,adult
tt0462499,adult
tt1073498,teen
tt0406759,teen
tt0780607,adult
tt0411477,teen
tt0780536,adult
tt0814666,na
tt0099817,adult
tt0494652,teen
tt0770752,teen
tt0892375,kid
tt0489099,teen
tt0443274,teen
tt0416236,kid
tt1023481,teen
tt0449994,na
tt0425413,teen
tt0854678,adult
tt0443649,teen
tt0200465,adult
tt0483607,adult
tt0451079,kid
tt0808279,adult
tt0416044,adult
tt0811138,teen
tt0848557,adult
tt0466816,adult
